Date,Open,High,Low,Close,Volume,Market Cap
"Jan 30, 2021",16.84,17.05,16.16,16.51,1998709420,14948992534
"Jan 31, 2021",16.51,17.46,15.81,16.12,2540474629,14603207739
"Feb 01, 2021",16.12,16.52,15.74,16.38,2228986208,14839696019
"Feb 02, 2021",16.38,17.6,16.04,17.26,2658383686,15648346887
"Feb 03, 2021",17.25,20.73,16.84,20.73,4685307862,18799060619
"Feb 04, 2021",20.73,21.56,19.04,19.7,4858842246,17871050304
"Feb 05, 2021",19.69,21.28,19.53,20.9,3387079061,18965454796
"Feb 06, 2021",20.89,21.3,19.81,20.4,2622835076,18510385438
"Feb 07, 2021",20.39,20.78,18.62,19.79,3038407999,17972785450
"Feb 08, 2021",19.78,23.61,19.23,23.03,4736654531,20918997056
"Feb 09, 2021",23.03,24.05,22.37,23.13,3446396914,21013455490
"Feb 10, 2021",23.11,24.79,22.14,23.59,4203061885,21431620371
"Feb 11, 2021",23.59,25.58,23.33,25.23,4060334812,22891907598
"Feb 12, 2021",25.17,29.67,24.55,28.69,4562466560,26041864560
"Feb 13, 2021",28.69,30.15,27.47,28.02,4947621076,26570627681
"Feb 14, 2021",28.01,29.37,26.54,27.1,3550653217,24608750493
"Feb 15, 2021",27.06,29.45,23.61,27.78,5407907535,25240366453
"Feb 16, 2021",27.76,30.97,26.96,30.16,5274752208,27409464568
"Feb 17, 2021",30.16,32.35,29.73,31.99,4292546900,29077428853
"Feb 18, 2021",31.98,32.58,30.63,31.18,1992921511,29226703999
"Feb 19, 2021",31.19,34.99,29.63,34.79,3466759116,31650533003
"Feb 20, 2021",34.8,42.06,34.8,39.24,6056666198,35712761350
"Feb 21, 2021",39.17,40.47,38.15,39.7,3721239427,36134675190
"Feb 22, 2021",39.7,39.7,31.36,37.69,5770512363,34365198828
"Feb 23, 2021",37.66,37.71,26.76,34.3,7502138162,31292320714
"Feb 24, 2021",34.33,36.75,31.98,33.63,4724242062,30706882059
"Feb 25, 2021",33.62,35.08,31.06,31.08,3470266685,28386405742
"Feb 26, 2021",31.14,33.5,28.1,31.35,5147313878,28635864216
"Feb 27, 2021",31.4,35.52,31.4,33.45,4507278636,30567858010
"Feb 28, 2021",33.45,34.61,29.96,33.61,4567616883,30723422512
"Mar 01, 2021",33.64,35.58,33.19,35.58,3311498739,32539365963
"Mar 02, 2021",35.59,37.76,34.59,36.15,3752858101,33066586008
"Mar 03, 2021",36.16,38.55,36.16,37.04,2683665084,33889450252
